name,smiles,count
Alpha-D-Galactose 1-phosphate,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C,53.0
Flavin adenine dinucleotide oxidized,C=O,2.0
Flavin adenine dinucleotide reduced,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,12.0
Formaldehyde,O=C(CO)COP(=O)(O)O,10.0
Beta D-Galactose,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O,12.0
Dihydroxyacetone phosphate,C=O,2.0
D-Galactose,O=C([O-])/C=C/c1cccc(O)c1O,13.0
"2,3-dihydroxicinnamic acid",C[C@H](O)[C@@H](O)[C@@H](O)C(=O)CO,11.0
L-Fuculose 1-phosphate,O=P(O)(O)OC[C@H]1OC(O)(COP(=O)(O)O)[C@@H](O)[C@@H]1O,20.0
"7,8-Dihydrofolate",O=C([O-])c1cc(O)c2ccccc2c1O,15.0
L-fuculose,[Fe+2],1.0
"D-Fructose 1,6-bisphosphate",Nc1nc2c(c(=O)[nH]1)N=C([C@H](O)[C@H](O)CO)CN2,18.0
"1,4-Dihydroxy-2-naphthoate",[Fe+2],1.0
Fe2+ mitochondria,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O,12.0
Dihydroneopterin,O=C1C[C@@H](C(=O)O)NC(=O)N1,11.0
(S)-Dihydroorotate,Nc1nc2c(c(=O)[nH]1)N=C([C@H](O)[C@H](O)COP(=O)(O)O)CN2,22.0
Dihydroneopterin monophosphate,O=C([O-])[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C(=O)[O-],14.0
D-Galactarate,O=C([O-])[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C(=O)[O-],14.0
D-Glycero-D-manno-heptose 7-phosphate,O=C([O-])[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,13.0
D-Galactonate,O=C([O-])[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,13.0
GMP C10H12N5O8P,O=C([O-])[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,13.0
L-Galactonate,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1,24.0
Galactitol 1-phosphate,CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O,19.0
"P1,P4-Bis(5'-guanosyl) tetraphosphate",OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,12.0
Galactitol,O=C(O)[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O,13.0
Geranyl diphosphate,CC[C@H](C)[C@H](N)C(=O)[O-],9.0
D-Galacturonate,O=C(O)[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O,13.0
L-Isoleucine,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,20.0
Guanosine,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,20.0
D-Glucosamine 1-phosphate,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O,23.0
3-(Imidazol-4-yl)-2-oxopropyl phosphate,N[C@H]1C(O)O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,16.0
IMP C10H11N4O8P,N[C@H]1C(O)O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,16.0
D-Glucosamine 6-phosphate,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O,23.0
Oxidized glutathione,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,40.0
D-Glucosamine,c1ccc2[nH]ccc2c1,9.0
Indole,c1ccc2[nH]ccc2c1,9.0
Reduced glutathione,[NH3+]CC(=O)NC1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O,18.0
N1-(5-Phospho-D-ribosyl)glycinamide,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,20.0
Myo-Inositol,C[N+](C)(C)CCCC(=O)O,10.0
Gamma-butyrobetaine,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,12.0
GTP C10H12N5O14P3,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1,32.0
Inosine,OC[C@H]1O[C@@H](n2cnc3c(O)ncnc32)[C@H](O)[C@@H]1O,19.0
Glycolaldehyde,OC[C@H]1O[C@@H](n2cnc3c(O)ncnc32)[C@H](O)[C@@H]1O,19.0
GDP C10H12N5O11P2,C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-],14.0
Glutathionylspermidine,Nc1nc2[nH]cnc2c(=O)[nH]1,11.0
Isopentenyl diphosphate,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,28.0
Guanine,Nc1nc2[nH]cnc2c(=O)[nH]1,11.0
Isethionic acid,C[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@@H](O)C1=O,38.0
GDP-4-dehydro-6-deoxy-D-mannose,O=S(=O)(O)CCO,7.0
GDP-L-fucose,[H][H],0.0
Hydrogen,C[C@@H]1OC(OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O)C1=O,38.0
GDP-D-mannose,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,31.0
GDP-4-oxo-L-fucose,[H][H],0.0
ITP C10H11N4O14P3,[K+],1.0
Potassium,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])OP(=O)([O-])[O-])[C@H]2O)c(=O)[nH]1,40.0
Guanosine 3'-diphosphate 5'-triphosphate,[K+],1.0
1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate,CCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)N[C@H]1[C@H](OC[C@H]2O[C@H](OP(=O)(O)O)[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)O[C@H](CO[C@]2(C(=O)O)C[C@@H](O[C@]3(C(=O)O)C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](O)[C@@H]([C@H](O)CO)O2)[C@@H](OP(=O)(O)O)[C@@H]1OC(=O)C[C@H](O)CCCCCCCCCCC,138.0
Gamma-glutamyl-gamma aminobutyric acid,[O-]O,2.0
KDO(2)-lipid IV(A) with laurate,CCCCCCCCCCC[C@@H](O)CC(=O)N[C@H]1[C@@H](OP(=O)(O)O)O[C@H](CO[C@@H]2O[C@H](CO[C@]3(C(=O)O)C[C@@H](O[C@]4(C(=O)O)C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O4)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](OP(=O)(O)O)[C@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@H]2NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](O)[C@@H]1OC(=O)C[C@H](O)CCCCCCCCCCC,125.0
Hydrogen peroxide,[NH3+][C@@H](CCC(=O)NCCCC=O)C(=O)[O-],15.0
KDO(2)-lipid IV(A),[O-]O,2.0
Gamma-glutamyl-gamma-butyraldehyde,[O-]O,2.0
H2O H2O,[OH4+2],1.0
3-Deoxy-D-manno-octulosonate 8-phosphate,CCCCCCCCCCC[C@@H](O)CC(=O)N[C@H]1[C@@H](OP(=O)(O)O)O[C@H](CO[C@@H]2O[C@H](CO[C@]3(C(=O)O)C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](OP(=O)(O)O)[C@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@H]2NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](O)[C@@H]1OC(=O)C[C@H](O)CCCCCCCCCCC,110.0
3-Deoxy-D-manno-2-octulosonate,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,12.0
KDO-lipid IV(A),OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,12.0
D-Glucose,[SH3+],1.0
Hydrogen sulfide,C[C@@H](O)C(=O)[O-],6.0
D-Lactate,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,13.0
D-Gluconate,C[C@@H](O)C(=O)[O-],6.0
H+,[H+],0.0
D-Glucarate,C[C@H](O)C(=O)[O-],6.0
L-Lactate,O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O,14.0
D-Lactaldehyde,O=C([O-])[O-],4.0
L-Lactaldehyde,O=C(O)[C@H]1O[C@H](OP(=O)(O)O)[C@H](O)[C@@H](O)[C@@H]1O,17.0
D-Glucuronate 1-phosphate,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,23.0
Bicarbonate,[NH3+][C@@H](CCS)C(=O)[O-],8.0
Lactose C12H22O11,O=C(O)[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,13.0
L-Homocysteine,O=C(O)[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,13.0
D-Glucuronate,O=C(O)[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,13.0
Hexadecanoate (n-C16:0),CCCCCCCCCCCCCCCC(=O)[O-],18.0
L-Leucine,CCCCCCCCCCCCCCCC(=O)[O-],18.0
L-Glutamine,CC(C)C[C@H]([NH3+])C(=O)O,9.0
(R)-S-Lactoylglutathione,N[C@H](C=O)CCC(=O)O,9.0
KDO(2)-lipid (A),[NH3+][C@@H](CCC(=O)OP(=O)([O-])[O-])C(=O)[O-],14.0
Cold adapted KDO(2)-lipid (A),CCCCCC/C=C\CCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)N[C@H]1[C@H](OC[C@H]2O[C@H](OP(=O)(O)O)[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)O[C@H](CO[C@]2(C(=O)O)C[C@@H](O[C@]3(C(=O)O)C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](O)[C@@H]([C@H](O)CO)O2)[C@@H](OP(=O)(O)O)[C@@H]1OC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC,157.0
L-Glutamate 1-semialdehyde,CCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],65.0
L-Glutamate 5-phosphate,CCCCCC/C=C\CCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)N[C@H]1[C@H](OC[C@H]2O[C@H](OP(=O)(O)O)[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)O[C@H](CO[C@]2(C(=O)O)C[C@@H](O[C@]3(C(=O)O)C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](O)[C@@H]([C@H](O)CO)O2)[C@@H](OP(=O)(O)O)[C@@H]1OC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC,157.0
Trans-Hexadec-2-enoyl-CoA,[NH3+][C@H](CCC(=O)[O-])C(=O)[O-],10.0
L-Glutamate 5-semialdehyde,CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@H]1[C@H](OP(=O)(O)O)[C@@H](CO[C@]2(C(=O)O)C[C@@H](O[C@]3(C(=O)O)C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](O)[C@@H]([C@H](O)CO)O2)O[C@@H](OC[C@H]2O[C@H](OP(=O)(O)O)[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)[C@@H]1NC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,153.0
D-Glutamate,[2H]C([2H])(C(=O)O)C([2H])([2H])C([2H])(N)C(=O)O,10.0
Heme O C49H56FeN4O5,CCCCCCCCCCC[C@@H](O)CC(=O)N[C@H]1[C@@H](OP(=O)([O-])[O-])O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](OP(=O)([O-])[O-])[C@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@H]2NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](O)[C@@H]1OC(=O)C[C@H](O)CCCCCCCCCCC,95.0
L-Glutamate,CCCCCCCCCCC[C@@H](O)CC(=O)N[C@H]1[C@H](OC[C@H]2O[C@H](OP(=O)(O)O)[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1OC(=O)C[C@H](O)CCCCCCCCCCC,91.0
"2,3,2'3'-Tetrakis(beta-hydroxymyristoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate",N[C@@H](CCC(=O)N[C@@H](CS)C(=O)O)C(=O)O,16.0
Mercury  charged 2  Hg,[Hg+2],1.0
Lipid A Disaccharide,CCCCCCCCCCC[C@@H](O)CC(=O)N[C@H]1[C@@H](OP(=O)(O)O)O[C@H](CO)[C@@H](O)[C@@H]1OC(=O)C[C@H](O)CCCCCCCCCCC,48.0
Gamma-L-Glutamyl-L-cysteine,[NH3+]CCCCC([NH3+])C(=O)[O-],10.0
"2,3-Bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate",CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@H]1[C@H](OP(=O)([O-])[O-])[C@@H](CO[C@]2(C(=O)[O-])C[C@@H](O[C@]3(C(=O)[O-])C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](O[C@H]3O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O[C@H]4O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H]3O)[C@@H]([C@H](O)CO)O2)O[C@@H](OC[C@H]2O[C@H](OP(=O)([O-])[O-])[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)[C@@H]1NC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,179.0
L-Lysine,[NH3+]CCCCC([NH3+])C(=O)[O-],10.0
Glyoxylate,NC(Cc1c[nH]cn1)C(=O)[O-],11.0
Heptosyl-heptosyl-kdo2-lipidA,[NH3+]CCCCC([NH3+])C(=O)[O-],10.0
Glycine,NCC(=O)[O-],5.0
L-Histidine,O=C[C@H](O)CO,6.0
D-Glyceraldehyde,O=C[C@H](O)CO,6.0
L-Lyxose,NC(Cc1c[nH]cn1)C(=O)[O-],11.0
L-Histidinol phosphate,C[N+](C)(C)CC(=O)O,8.0
Malonyl-[acyl-carrier protein],O=C(O)C[C@@H](O)C(=O)O,9.0
Glycine betaine,O=C(O)C[C@@H](O)C(=O)O,9.0
L-Histidinol,C[N+](C)(C)CC(=O)O,8.0
D-Malate,O=P(O)(O)OC(CO)CO,10.0
"2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate",O=C([O-])C[C@H](O)C(=O)[O-],9.0
Glycerol 2-phosphate,O=P(O)(O)OC(CO)CO,10.0
2-hydroxy-6-ketononatrienedioate,O=P([O-])([O-])OC[C@H](O)CO,10.0
L-Malate,O=C([O-])C[C@H](O)C(=O)[O-],9.0
Heptosyl-kdo2-lipidA,O=C([O-])CCc1c[nH]c(Cc2[nH]c(Cc3[nH]c(Cc4[nH]c(CO)c(CC(=O)[O-])c4CCC(=O)[O-])c(CC(=O)[O-])c3CCC(=O)[O-])c(CC(=O)[O-])c2CCC(=O)[O-])c1CC(=O)[O-],61.0
Glycerol 3-phosphate,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)[O-],54.0
Hydroxymethylbilane,O=P([O-])([O-])OC[C@H](O)CO,10.0
Malonyl CoA C24H33N7O19P3S,O=P([O-])([O-])OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,27.0
4-hydroxy-5-methyl-3(2H)-furanone,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,23.0
Maltose 6'-phosphate,[NH3+][C@@H](CCO)C(=O)[O-],8.0
Hydroxymethylglutathione,O=C(O)C(O)CO,7.0
Maltose C12H22O11,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,23.0
(R)-Glycerate,[NH3+][C@@H](CCO)C(=O)[O-],8.0
L-Homoserine,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,23.0
Glycerol,OCC(O)CO,6.0
Maltoheptaose,O=C(O)C(=O)CO,7.0
Maltohexaose,OCC(O)CO,6.0
Hydroxypyruvate,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,56.0
Hydroquinone,O=C(O)CO,5.0
Maltopentaose,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,56.0
Glycolate C2H3O3,CCCCCC(=O)O,8.0
Trans-Hex-2-enoyl-CoA,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,56.0
Hexanoate (n-C6:0),CCCCCC(=O)O,8.0
Maltotriose C18H32O16,O=c1[nH]cnc2nc[nH]c12,10.0
Hypoxanthine,O=P([O-])([O-])OC1O[C@H]([C@H](O)CO)[C@@H](O)[C@H](O)[C@@H]1O,18.0
"D-Glycero-D-manno-heptose 1,7-bisphosphate",OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,45.0
D-Glycero-D-manno-heptose 1-phosphate,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,45.0
Maltotetraose,[NH2+]=C(CC(=O)[O-])C(=O)[O-],9.0
Iminoaspartate,O=P([O-])([O-])OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O,16.0
Isochorismate,O=P([O-])([O-])OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O,16.0
D-Mannose 1-phosphate,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,13.0
Isocitrate,O=P([O-])([O-])OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O,16.0
D-Mannose 6-phosphate,[Ni+2],1.0
L-Idonate,O=C(O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c1,22.0
Nickel,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c1,22.0
Nicotinate D-ribonucleotide,OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O,12.0
2(alpha-D-Mannosyl-6-phosphate)-D-glycerate,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,27.0
NMN C11H14N2O8P,OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O,12.0
D-Mannose,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c1,22.0
IDP C10H11N4O11P2,O=N[O-],3.0
Nitrite,O=C([O-])[C@@H](CO)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,18.0
D-Mannonate,NCCc1ccccc1,9.0
2(alpha-D-Mannosyl)-D-glycerate,O=[N+]([O-])[O-],4.0
Phenethylamine,OC[C@H]1O[C@H](OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O,23.0
Nitrate,O=[N+]([O-])[O-],4.0
Melibiose C12H22O11,[N]=O,2.0
Nitric oxide,C=C(OP(=O)(O)O)C(=O)[O-],10.0
Mercaptopyruvate,CSCC[C@@H]([NH3+])C(=O)[O-],9.0
Phosphoenolpyruvate,CSCC[C@@H]([NH3+])C(=O)[O-],9.0
D-Methionine,CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)CO)OC(=O)CCCCCCCCCCCCC,45.0
"Phosphatidylglycerol (ditetradecanoyl, n-C14:0)",CSCCC(N)C(=O)[O-],9.0
L-Methionine,Nc1nc2c(c(=O)[nH]1)[N+]1=CN(c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)C[C@H]1CN2,33.0
"5,10-Methenyltetrahydrofolate",CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)CO)OC(=O)CCCCCCCCCCCCCCC,49.0
"Phosphatidylglycerol (dihexadecanoyl, n-C16:0)",C[S@@](=O)CC[C@H](N)C(=O)O,10.0
O2 O2,O=O,2.0
L-methionine-R-sulfoxide,O=O,2.0
L-Methionine Sulfoxide,CS(=O)CC[C@H](N)C(=O)O,10.0
Superoxide anion,[O]O,2.0
Oxaloacetate,[Mg+2],1.0
Trans-Oct-2-enoyl-CoA,[Mg+2],1.0
Magnesium,CCCCCCCCCCCCCCCCCC(=O)[O-],20.0
Octanoyl-CoA (n-C8:0CoA),O=P([O-])([O-])O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,16.0
Octadecanoate (n-C18:0),CCCCCCCCCCCCCCCCCC(=O)[O-],20.0
1D-myo-Inositol 1-phosphate,CCCCCCCCCCCCCCCCCC(=O)[O-],20.0
Methylisocitrate,CCCCCCCC/C=C\CCCCCCCC(=O)[O-],20.0
Myo-Inositol hexakisphosphate,CCCCCCCC/C=C\CCCCCCCC(=O)[O-],20.0
Octadecenoate (n-C18:1),C[C@H](C(=O)[O-])C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],55.0
"5,10-Methylenetetrahydrofolate",C[C@@H](C(=O)[O-])C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],55.0
(R)-Methylmalonyl-CoA,C[S+](C)CC[C@H](N)C(=O)O,10.0
Octanoate (n-C8:0),CCCCCCCC(=O)[O-],10.0
(S)-Methylmalonyl-CoA,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-],49.0
S-Methyl-L-methionine,C[S+](C)CC[C@H](N)C(=O)O,10.0
All-trans-Octaprenyl diphosphate,[Mn+2],1.0
Trans-Octadec-2-enoyl-CoA,[Mn+2],1.0
Manganese,O=P(O)(O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,16.0
2-Oxo-3-hydroxy-4-phosphobutanoate,C=CCC(=O)C(=O)[O-],8.0
D-Mannitol 1-phosphate,[NH3+]CCC[C@H]([NH3+])C(=O)O,9.0
D-Mannitol,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,12.0
2-Oxopent-4-enoate,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)Cc1ccccc1,57.0
Ornithine,O=[Mo](=O)([O-])O,5.0
Phenylacetyl-CoA,O=C([O-])c1cc(=O)[nH]c(=O)n1[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O,24.0
Molybdate,O=[Mo](=O)([O-])O,5.0
L-Phenylalanine,O=[Mo](=O)([O-])O,5.0
Orotidine 5'-phosphate,O=C(O)c1cc(=O)[nH]c(=O)[nH]1,11.0
Orotate C5H3N2O4,O=C(O)c1cc(=O)[nH]c(=O)[nH]1,11.0
Menaquinol 8,C=CC1=C(C)C2=Cc3c(C=C)c(C)c4n3[Fe-2]35n6c(c(C)c(CCC(=O)[O-])c6=CC6=[N+]3C(=C4)C(C)=C6CCC(=O)[O-])=CC1=[N+]25,43.0
Protoheme C34H30FeN4O4,NC(=O)C(=O)O,6.0
Menaquinone 8,C=CC1=C(C)C2=Cc3c(C=C)c(C)c4n3[Fe-2]35n6c(c(C)c(CCC(=O)[O-])c6=CC6=[N+]3C(=C4)C(C)=C6CCC(=O)[O-])=CC1=[N+]25,43.0
Methanesulfonate,CS(=O)(=O)O,5.0
Oxamate,CS(=O)(=O)O,5.0
