,medium,description,bigg,name,vmh,modelseed,flux
539,HumanMilk,Average Human Mother Milk Composition,tyr__L,L-Tyrosine,tyr_L,cpd00069,4.1889785654
540,HumanMilk,Average Human Mother Milk Composition,val__L,L-Valine,val_L,cpd00156,4.5691094936
541,HumanMilk,Average Human Mother Milk Composition,urea,Urea,urea,cpd00073,4.4638074492
542,HumanMilk,Average Human Mother Milk Composition,creat,Creatine,creat,cpd00250,1.8048780488
543,HumanMilk,Average Human Mother Milk Composition,crtn,Creatinine,crtn,cpd00585,1.912568306
544,HumanMilk,Average Human Mother Milk Composition,urate,Urate,urate,cpd00300,0.2808988764
545,HumanMilk,Average Human Mother Milk Composition,gam,GLUM,gam,cpd00276,1.7205403229
546,HumanMilk,Average Human Mother Milk Composition,nh4,Ammonia,nh4,cpd00013,0.9074410163
547,HumanMilk,Average Human Mother Milk Composition,thm,Thiamin,thm,cpd00305,0.007901569
548,HumanMilk,Average Human Mother Milk Composition,ribflv,Riboflavin,ribflv,cpd00220,0.0092820962
549,HumanMilk,Average Human Mother Milk Composition,nac,Niacin,nac,cpd00218,0.1189443451
550,HumanMilk,Average Human Mother Milk Composition,pydam,Pyridoxamine,pydam,cpd00419,2.6256352343
551,HumanMilk,Average Human Mother Milk Composition,pydx,Pyridoxal,pydx,cpd00215,2.6333673123
552,HumanMilk,Average Human Mother Milk Composition,pydx5p,Pyridoxal phosphate,pydx5p,cpd00016,2.1471018742
553,HumanMilk,Average Human Mother Milk Composition,pydxn,Pyridoxol,pydxn,cpd00263,2.6183906752
554,HumanMilk,Average Human Mother Milk Composition,pnto__R,Pantothenic acid,pnto_R,cpd00644,0.0807754443
555,HumanMilk,Average Human Mother Milk Composition,fol,Folate,fol,cpd00393,0.0019249496
556,HumanMilk,Average Human Mother Milk Composition,adocbl,Calomide,adocbl,cpd00166,7.15670711022688e-06
557,HumanMilk,Average Human Mother Milk Composition,cbl1,Cob(I)alamin,cbl1,cpd00635,7.15670711022688e-06
558,HumanMilk,Average Human Mother Milk Composition,btn,Biotin,btn,cpd00104,0.0001637211
559,HumanMilk,Average Human Mother Milk Composition,ca2,Ca2+,ca2,cpd00063,4.6660600789
560,HumanMilk,Average Human Mother Milk Composition,pi,Phosphate,pi,cpd00009,3.7236221268
561,HumanMilk,Average Human Mother Milk Composition,mg2,Mg,mg2,cpd00254,3.7113620699
562,HumanMilk,Average Human Mother Milk Composition,na1,Sodium,na1,cpd00971,4.6998616152
563,HumanMilk,Average Human Mother Milk Composition,k,K+,k,cpd00205,4.8205028381
564,HumanMilk,Average Human Mother Milk Composition,cl,Cl-,cl,cpd00099,4.7975326975
565,HumanMilk,Average Human Mother Milk Composition,fe2,Fe2+,fe2,cpd00021,0.01
566,HumanMilk,Average Human Mother Milk Composition,fe3,fe3,fe3,cpd10516,1.0
567,HumanMilk,Average Human Mother Milk Composition,zn2,Zn2+,zn2,cpd00034,1.0
568,HumanMilk,Average Human Mother Milk Composition,cu2,Cu2+,cu2,cpd00058,1.0
569,HumanMilk,Average Human Mother Milk Composition,sel,Selenate,sel,cpd03396,1.0
570,HumanMilk,Average Human Mother Milk Composition,mn2,Mn2+,mn2,cpd00030,1.0
571,HumanMilk,Average Human Mother Milk Composition,cro4,chromate,cro4,cpd11595,1.0
572,HumanMilk,Average Human Mother Milk Composition,mobd,Molybdate,mobd,cpd11574,1.0
573,HumanMilk,Average Human Mother Milk Composition,so4,Sulfate,so4,cpd00048,1.0
574,HumanMilk,Average Human Mother Milk Composition,no2,Nitrite,no2,cpd00075,1.0
575,HumanMilk,Average Human Mother Milk Composition,no3,Nitrate,no3,cpd00209,1.0
576,HumanMilk,Average Human Mother Milk Composition,chsterol,Cholesterol,chsterol,cpd00160,2.1845190417
577,HumanMilk,Average Human Mother Milk Composition,glyc,Glycerol,glyc,cpd00100,4.3346963545
578,HumanMilk,Average Human Mother Milk Composition,4abut,GABA,4abut,cpd00281,0.1709484257
579,HumanMilk,Average Human Mother Milk Composition,crn,Carnitine,crn,cpd00266,0.24895477
580,HumanMilk,Average Human Mother Milk Composition,cit,Citrate,cit,cpd00137,4.21875
581,HumanMilk,Average Human Mother Milk Composition,fum,Fumarate,fum,cpd00106,0.0238853503
582,HumanMilk,Average Human Mother Milk Composition,lac__L,L-Lactate,lac_L,cpd00159,0.6109550562
583,HumanMilk,Average Human Mother Milk Composition,pyr,Pyruvate,pyr,cpd00020,0.0563575242
584,HumanMilk,Average Human Mother Milk Composition,succ,Succinate,succ,cpd00036,0.0826121164
585,HumanMilk,Average Human Mother Milk Composition,ac,Acetate,ac,cpd00029,0.2606635071
586,HumanMilk,Average Human Mother Milk Composition,but,Butyrate,but,cpd00211,1.387283237
587,HumanMilk,Average Human Mother Milk Composition,chol,Choline,chol,cpd00098,1.1832061069
588,HumanMilk,Average Human Mother Milk Composition,etha,Aminoethanol,etha,cpd00162,0.4229220066
589,HumanMilk,Average Human Mother Milk Composition,inost,L-Inositol,inost,cpd00121,3.1684981685
590,HumanMilk,Average Human Mother Milk Composition,cytd,Cytidine,cytd,cpd00367,0.0337703615
591,HumanMilk,Average Human Mother Milk Composition,hxan,HYXN,hxan,cpd00226,0.0228946845
592,HumanMilk,Average Human Mother Milk Composition,uri,Uridine,uri,cpd00249,0.070005916
593,HumanMilk,Average Human Mother Milk Composition,taur,Taurine,taur,cpd00210,1.3768115942
594,HumanMilk,Average Human Mother Milk Composition,for,Formate,for,cpd00047,0.1190941039
595,HumanMilk,Average Human Mother Milk Composition,meoh,Methanol,meoh,cpd00116,0.2253628724
596,HumanMilk,Average Human Mother Milk Composition,cmp,CMP,cmp,cpd00046,3.7022165114
597,HumanMilk,Average Human Mother Milk Composition,ump,UMP,ump,cpd00091,2.623935895
598,HumanMilk,Average Human Mother Milk Composition,amp,AMP,amp,cpd00018,2.5099681593
599,HumanMilk,Average Human Mother Milk Composition,imp,IMP,imp,cpd00114,2.8393524284
600,HumanMilk,Average Human Mother Milk Composition,gmp,GMP,gmp,cpd00126,2.1630094044
601,HumanMilk,Average Human Mother Milk Composition,udp,UDP,udp,cpd00014,2.32
602,HumanMilk,Average Human Mother Milk Composition,cdp,CDP,cdp,cpd00096,3.5137138621
603,HumanMilk,Average Human Mother Milk Composition,adp,ADP,adp,cpd00008,1.2255772647
604,HumanMilk,Average Human Mother Milk Composition,gdp,GDP,gdp,cpd00031,1.5165876777
605,HumanMilk,Average Human Mother Milk Composition,dad_2,Deoxyadenosine,dad_2,cpd00438,0.0248756219
606,HumanMilk,Average Human Mother Milk Composition,ade,Adenine,ade,cpd00128,0.0248756219
607,HumanMilk,Average Human Mother Milk Composition,thymd,Thymidine,thymd,cpd00184,0.0248756219
608,HumanMilk,Average Human Mother Milk Composition,gua,Guanine,gua,cpd00207,0.0248756219
609,HumanMilk,Average Human Mother Milk Composition,dgsn,Deoxyguanosine,dgsn,cpd00277,0.0248756219
610,HumanMilk,Average Human Mother Milk Composition,csn,Cytosine,csn,cpd00307,0.0248756219
611,HumanMilk,Average Human Mother Milk Composition,akg,2-Oxoglutarate,akg,cpd00024,0.3789279113
612,HumanMilk,Average Human Mother Milk Composition,dcyt,Deoxycytidine,dcyt,cpd00654,0.0248756219
613,HumanMilk,Average Human Mother Milk Composition,ins,Inosine,ins,cpd00246,0.0248756219
614,HumanMilk,Average Human Mother Milk Composition,mal__L,L-Malate,mal_L,cpd00130,0.0238853503
615,HumanMilk,Average Human Mother Milk Composition,ura,Uracil,ura,cpd00092,0.0248756219
616,HumanMilk,Average Human Mother Milk Composition,xan,Xanthine,xan,cpd00309,0.0248756219
617,HumanMilk,Average Human Mother Milk Composition,nmn,Nicotinamide ribonucleotide,nmn,cpd00355,0.0248756219
618,HumanMilk,Average Human Mother Milk Composition,adn,Adenosine,adn,cpd00182,0.0248756219
619,HumanMilk,Average Human Mother Milk Composition,gthrd,GSH,gthrd,cpd00042,1.6777408638
620,HumanMilk,Average Human Mother Milk Composition,ncam,Nicotinamide,ncam,cpd00133,0.1966490993
621,HumanMilk,Average Human Mother Milk Composition,gthox,Oxidized glutathione,gthox,cpd00111,1.6777408638
622,HumanMilk,Average Human Mother Milk Composition,orn,Ornithine,orn,cpd00064,0.3703703704
623,HumanMilk,Average Human Mother Milk Composition,etoh,Ethanol,etoh,cpd00363,0.1923076923
624,HumanMilk,Average Human Mother Milk Composition,26dap__M,"meso-2,6-Diaminopimelate",26dap_M,cpd00516,0.1076320939
625,HumanMilk,Average Human Mother Milk Composition,h,H+,h,cpd00067,0.0099800399
626,HumanMilk,Average Human Mother Milk Composition,h2o,H2O,h2o,cpd00001,1000.0
627,HumanMilk,Average Human Mother Milk Composition,acald,Acetaldehyde,acald,cpd00071,0.1923076923
628,HumanMilk,Average Human Mother Milk Composition,cobalt2,Co2+,cobalt2,cpd00149,1.0
629,HM.abst,anaerobic rough estimation of human milk components after absorbtion,h2o,H2O,h2o,cpd00001,100.0
630,HM.abst,anaerobic rough estimation of human milk components after absorbtion,pi,Phosphate,pi,cpd00009,100.0
631,HM.abst,anaerobic rough estimation of human milk components after absorbtion,co2,CO2,co2,cpd00011,0.1
632,HM.abst,anaerobic rough estimation of human milk components after absorbtion,nh4,NH3,nh4,cpd00013,100.0
633,HM.abst,anaerobic rough estimation of human milk components after absorbtion,amp,AMP,amp,cpd00018,0.1
634,HM.abst,anaerobic rough estimation of human milk components after absorbtion,glu__L,L-Glutamate,glu_L,cpd00023,0.5
635,HM.abst,anaerobic rough estimation of human milk components after absorbtion,glc__D,D-Glucose,glc_D,cpd00027,2.0
636,HM.abst,anaerobic rough estimation of human milk components after absorbtion,pheme,Heme,pheme,cpd00028,0.1
637,HM.abst,anaerobic rough estimation of human milk components after absorbtion,ac,acetate,ac,cpd00029,0.1
638,HM.abst,anaerobic rough estimation of human milk components after absorbtion,mn2,Mn2+,mn2,cpd00030,100.0
639,HM.abst,anaerobic rough estimation of human milk components after absorbtion,gly,Glycine,gly,cpd00033,0.1
640,HM.abst,anaerobic rough estimation of human milk components after absorbtion,zn2,Zn2+,zn2,cpd00034,100.0
641,HM.abst,anaerobic rough estimation of human milk components after absorbtion,ala__L,L-Alanine,ala_L,cpd00035,0.5
642,HM.abst,anaerobic rough estimation of human milk components after absorbtion,lys__L,L-Lysine,lys_L,cpd00039,0.1
643,HM.abst,anaerobic rough estimation of human milk components after absorbtion,asp__L,L-Aspartate,asp_L,cpd00041,0.1
644,HM.abst,anaerobic rough estimation of human milk components after absorbtion,cmp,CMP,cmp,cpd00046,0.1
645,HM.abst,anaerobic rough estimation of human milk components after absorbtion,so4,Sulfate,so4,cpd00048,1.0
646,HM.abst,anaerobic rough estimation of human milk components after absorbtion,arg__L,L-Arginine,arg_L,cpd00051,0.1
647,HM.abst,anaerobic rough estimation of human milk components after absorbtion,ser__L,L-Serine,ser_L,cpd00054,0.1
648,HM.abst,anaerobic rough estimation of human milk components after absorbtion,cu2,Cu2+,cu2,cpd00058,100.0
649,HM.abst,anaerobic rough estimation of human milk components after absorbtion,met__L,L-Methionine,met_L,cpd00060,0.1
650,HM.abst,anaerobic rough estimation of human milk components after absorbtion,ca2,Ca2+,ca2,cpd00063,100.0
651,HM.abst,anaerobic rough estimation of human milk components after absorbtion,trp__L,L-Tryptophan,trp_L,cpd00065,0.1
652,HM.abst,anaerobic rough estimation of human milk components after absorbtion,phe__L,L-Phenylalanine,phe_L,cpd00066,0.1
653,HM.abst,anaerobic rough estimation of human milk components after absorbtion,h,H+,h,cpd00067,0.1
654,HM.abst,anaerobic rough estimation of human milk components after absorbtion,tyr__L,L-Tyrosine,tyr_L,cpd00069,0.1
655,HM.abst,anaerobic rough estimation of human milk components after absorbtion,cys__L,L-Cysteine,cys_L,cpd00084,0.1
656,HM.abst,anaerobic rough estimation of human milk components after absorbtion,ump,UMP,ump,cpd00091,0.1
657,HM.abst,anaerobic rough estimation of human milk components after absorbtion,ura,Uracil,ura,cpd00092,0.1
658,HM.abst,anaerobic rough estimation of human milk components after absorbtion,cl,Cl-,cl,cpd00099,100.0
659,HM.abst,anaerobic rough estimation of human milk components after absorbtion,leu__L,L-Leucine,leu_L,cpd00107,0.1
660,HM.abst,anaerobic rough estimation of human milk components after absorbtion,his__L,L-Histidine,his_L,cpd00119,0.1
661,HM.abst,anaerobic rough estimation of human milk components after absorbtion,gmp,GMP,gmp,cpd00126,0.1
662,HM.abst,anaerobic rough estimation of human milk components after absorbtion,pro__L,L-Proline,pro_L,cpd00129,0.1
663,HM.abst,anaerobic rough estimation of human milk components after absorbtion,ppa,Propionate,ppa,cpd00141,0.5
664,HM.abst,anaerobic rough estimation of human milk components after absorbtion,cobalt2,Co2+,cobalt2,cpd00149,100.0
665,HM.abst,anaerobic rough estimation of human milk components after absorbtion,val__L,L-Valine,val_L,cpd00156,0.1
666,HM.abst,anaerobic rough estimation of human milk components after absorbtion,lac__L,L-Lactate,lac_L,cpd00159,1.5
667,HM.abst,anaerobic rough estimation of human milk components after absorbtion,thr__L,L-Threonine,thr_L,cpd00161,0.1
668,HM.abst,anaerobic rough estimation of human milk components after absorbtion,adn,Adenosine,adn,cpd00182,0.1
669,HM.abst,anaerobic rough estimation of human milk components after absorbtion,thymd,Thymidine,thymd,cpd00184,0.1
670,HM.abst,anaerobic rough estimation of human milk components after absorbtion,k,K+,k,cpd00205,100.0
671,HM.abst,anaerobic rough estimation of human milk components after absorbtion,lcts,LACT,lcts,cpd00208,1.5
672,HM.abst,anaerobic rough estimation of human milk components after absorbtion,but,Butyrate,but,cpd00211,0.5
673,HM.abst,anaerobic rough estimation of human milk components after absorbtion,pydx,Pyridoxal,pydx,cpd00215,0.1
674,HM.abst,anaerobic rough estimation of human milk components after absorbtion,nac,Niacin,nac,cpd00218,0.1
675,HM.abst,anaerobic rough estimation of human milk components after absorbtion,ribflv,Riboflavin,ribflv,cpd00220,0.1
676,HM.abst,anaerobic rough estimation of human milk components after absorbtion,lac__D,D-lactate,lac_D,cpd00221,1.5
677,HM.abst,anaerobic rough estimation of human milk components after absorbtion,hxan,HYXN,hxan,cpd00226,0.1
678,HM.abst,anaerobic rough estimation of human milk components after absorbtion,h2s,H2S,h2s,cpd00239,0.1
679,HM.abst,anaerobic rough estimation of human milk components after absorbtion,ins,Inosine,ins,cpd00246,0.1
680,HM.abst,anaerobic rough estimation of human milk components after absorbtion,uri,Uridine,uri,cpd00249,0.1
681,HM.abst,anaerobic rough estimation of human milk components after absorbtion,mg2,Mg,mg2,cpd00254,100.0
682,HM.abst,anaerobic rough estimation of human milk components after absorbtion,thm,Thiamine,thm,cpd00305,0.1
683,HM.abst,anaerobic rough estimation of human milk components after absorbtion,gsn,Guanosine,gsn,cpd00311,0.1
684,HM.abst,anaerobic rough estimation of human milk components after absorbtion,ile__L,L-Isoleucine,ile_L,cpd00322,0.1
685,HM.abst,anaerobic rough estimation of human milk components after absorbtion,etoh,ethanol,etoh,cpd00363,0.1
686,HM.abst,anaerobic rough estimation of human milk components after absorbtion,fol,Folate,fol,cpd00393,0.1
687,HM.abst,anaerobic rough estimation of human milk components after absorbtion,dad_2,Deoxyadenosine,dad_2,cpd00438,0.1
688,HM.abst,anaerobic rough estimation of human milk components after absorbtion,hg2,Hg2+,hg2,cpd00531,100.0
689,HM.abst,anaerobic rough estimation of human milk components after absorbtion,lipoate,Lipoate,lipoate,cpd00541,0.1
690,HM.abst,anaerobic rough estimation of human milk components after absorbtion,pant__R,PAN,pant_R,cpd00644,0.1
691,HM.abst,anaerobic rough estimation of human milk components after absorbtion,dcyt,Deoxycytidine,dcyt,cpd00654,0.1
692,HM.abst,anaerobic rough estimation of human milk components after absorbtion,na1,Na+,na1,cpd00971,100.0
693,HM.abst,anaerobic rough estimation of human milk components after absorbtion,cd2,Cd2+,cd2,cpd01012,100.0
694,HM.abst,anaerobic rough estimation of human milk components after absorbtion,aso4,Arsenate,aso4,cpd01048,100.0
695,HM.abst,anaerobic rough estimation of human milk components after absorbtion,cbl1,Vitamin B12,cbl1,cpd03424,0.1
696,HM.abst,anaerobic rough estimation of human milk components after absorbtion,fe2,Fe2+,fe2,cpd10515,100.0
697,HM.abst,anaerobic rough estimation of human milk components after absorbtion,fe3,fe3,fe3,cpd10516,100.0
698,HM.abst,anaerobic rough estimation of human milk components after absorbtion,cro4,chromate,cro4,cpd11595,100.0
699,HM.abst,anaerobic rough estimation of human milk components after absorbtion,fuc__L,L-Fucose,fuc_L,cpd00751,1.0
700,HM.abst,anaerobic rough estimation of human milk components after absorbtion,succ,Succinate,succ,cpd00036,0.1
701,HM.abst,anaerobic rough estimation of human milk components after absorbtion,,2-fucosyllactose,2fl,cpd90001,2.0
702,HM.abst,anaerobic rough estimation of human milk components after absorbtion,,Lacto-N-tetraose,,cpd03807,1.0
703,LB_marinos,LB broth composition as modelled by G. Marinos,na1,Na+,na1,cpd00971,187.0
704,LB_marinos,LB broth composition as modelled by G. Marinos,cl,Cl-,cl,cpd00099,172.0
705,LB_marinos,LB broth composition as modelled by G. Marinos,ca2,Ca2+,ca2,cpd00063,0.0801
706,LB_marinos,LB broth composition as modelled by G. Marinos,fe2,Fe2+,fe2,cpd10515,0.2
707,LB_marinos,LB broth composition as modelled by G. Marinos,fe3,fe3,fe3,cpd10516,0.00453
708,LB_marinos,LB broth composition as modelled by G. Marinos,so4,Sulfate,so4,cpd00048,0.39
709,LB_marinos,LB broth composition as modelled by G. Marinos,pi,Phosphate,pi,cpd00009,10.0
710,LB_marinos,LB broth composition as modelled by G. Marinos,mg2,Mg,mg2,cpd00254,0.235
711,LB_marinos,LB broth composition as modelled by G. Marinos,k,K+,k,cpd00205,2.58
712,LB_marinos,LB broth composition as modelled by G. Marinos,ala__L,L-Alanine,ala_L,cpd00035,6.73
713,LB_marinos,LB broth composition as modelled by G. Marinos,asp__L,L-Aspartate,asp_L,cpd00041,5.9
714,LB_marinos,LB broth composition as modelled by G. Marinos,asn__L,L-Asparagine,asn_L,cpd00132,0.833
715,LB_marinos,LB broth composition as modelled by G. Marinos,glu__L,L-Glutamate,glu_L,cpd00023,13.5
716,LB_marinos,LB broth composition as modelled by G. Marinos,gln__L,L-Glutamine,gln_L,cpd00053,0.137
717,LB_marinos,LB broth composition as modelled by G. Marinos,gly,Glycine,gly,cpd00033,4.26
718,LB_marinos,LB broth composition as modelled by G. Marinos,his__L,L-Histidine,his_L,cpd00119,1.64
719,LB_marinos,LB broth composition as modelled by G. Marinos,ile__L,L-Isoleucine,ile_L,cpd00322,5.34
720,LB_marinos,LB broth composition as modelled by G. Marinos,leu__L,L-Leucine,leu_L,cpd00107,7.28
721,LB_marinos,LB broth composition as modelled by G. Marinos,lys__L,L-Lysine,lys_L,cpd00039,5.81
722,LB_marinos,LB broth composition as modelled by G. Marinos,met__L,L-Methionine,met_L,cpd00060,1.68
723,LB_marinos,LB broth composition as modelled by G. Marinos,phe__L,L-Phenylalanine,phe_L,cpd00066,3.93
724,LB_marinos,LB broth composition as modelled by G. Marinos,pro__L,L-Proline,pro_L,cpd00129,6.6
725,LB_marinos,LB broth composition as modelled by G. Marinos,ser__L,L-Serine,ser_L,cpd00054,2.85
726,LB_marinos,LB broth composition as modelled by G. Marinos,thr__L,L-Threonine,thr_L,cpd00161,2.18
727,LB_marinos,LB broth composition as modelled by G. Marinos,trp__L,L-Tryptophan,trp_L,cpd00065,0.514
728,LB_marinos,LB broth composition as modelled by G. Marinos,tyr__L,L-Tyrosine,tyr_L,cpd00069,1.05
729,LB_marinos,LB broth composition as modelled by G. Marinos,val__L,L-Valine,val_L,cpd00156,6.53
730,LB_marinos,LB broth composition as modelled by G. Marinos,arg__L,L-Arginine,arg_L,cpd00051,3.62
731,LB_marinos,LB broth composition as modelled by G. Marinos,nh4,NH3,nh4,cpd00013,2.38
732,LB_marinos,LB broth composition as modelled by G. Marinos,pheme,Heme,pheme,cpd00028,0.0157
733,LB_marinos,LB broth composition as modelled by G. Marinos,cys__L,L-Cysteine,cys_L,cpd00084,0.579
734,LB_marinos,LB broth composition as modelled by G. Marinos,btn,Biotin,btn,cpd00104,0.00503
735,LB_marinos,LB broth composition as modelled by G. Marinos,adocbl,Calomide,adocbl,cpd00166,7.38e-06
736,LB_marinos,LB broth composition as modelled by G. Marinos,fol,Folate,fol,cpd00393,0.01
737,LB_marinos,LB broth composition as modelled by G. Marinos,pydam,Pyridoxamine,pydam,cpd00419,0.000892
738,LB_marinos,LB broth composition as modelled by G. Marinos,thm,Thiamine,thm,cpd00305,0.000188
739,LB_marinos,LB broth composition as modelled by G. Marinos,ribflv,Riboflavin,ribflv,cpd00220,0.000133
740,LB_marinos,LB broth composition as modelled by G. Marinos,glc__D,D-Glucose,glc_D,cpd00027,1.27
741,LB_marinos,LB broth composition as modelled by G. Marinos,o2,O2,o2,cpd00007,20.0
742,LB_marinos,LB broth composition as modelled by G. Marinos,co2,CO2,co2,cpd00011,0.622
743,LB_marinos,LB broth composition as modelled by G. Marinos,h2o,H2O,h2o,cpd00001,1000.0
744,LB_marinos,LB broth composition as modelled by G. Marinos,h,H+,h,cpd00067,6.31e-05
745,LB_marinos,LB broth composition as modelled by G. Marinos,cro4,chromate,cro4,cpd11595,100.0
746,LB_marinos,LB broth composition as modelled by G. Marinos,mn2,Mn2+,mn2,cpd00030,0.1
747,LB_marinos,LB broth composition as modelled by G. Marinos,zn2,Zn2+,zn2,cpd00034,0.1
748,LB_marinos,LB broth composition as modelled by G. Marinos,cu2,Cu2+,cu2,cpd00058,0.1
749,LB_marinos,LB broth composition as modelled by G. Marinos,cobalt2,Co2+,cobalt2,cpd00149,0.1
750,LB_marinos,LB broth composition as modelled by G. Marinos,hg2,Hg2+,hg2,cpd00531,100.0
751,LB_marinos,LB broth composition as modelled by G. Marinos,cd2,Cd2+,cd2,cpd01012,6.67e-05
752,LB_marinos,LB broth composition as modelled by G. Marinos,arab__L,L-arabinose,arab_L,cpd00224,0.763
753,LB_marinos,LB broth composition as modelled by G. Marinos,man,D-mannose,man,cpd00138,1.27
754,LB_marinos,LB broth composition as modelled by G. Marinos,cellb,CELB,cellb,cpd00158,0.707
755,LB_marinos,LB broth composition as modelled by G. Marinos,ade,Adenine,ade,cpd00128,0.262
756,LB_marinos,LB broth composition as modelled by G. Marinos,gua,Guanine,gua,cpd00207,0.206
757,LB_marinos,LB broth composition as modelled by G. Marinos,csn,Cytosine,csn,cpd00307,0.155
758,LB_marinos,LB broth composition as modelled by G. Marinos,ura,Uracil,ura,cpd00092,0.204
759,LB_marinos,LB broth composition as modelled by G. Marinos,amp,AMP,amp,cpd00018,0.01
760,LB_marinos,LB broth composition as modelled by G. Marinos,gmp,GMP,gmp,cpd00126,0.01
761,LB_marinos,LB broth composition as modelled by G. Marinos,cmp,CMP,cmp,cpd00046,0.01
762,LB_marinos,LB broth composition as modelled by G. Marinos,ump,UMP,ump,cpd00091,0.01
763,LB_marinos,LB broth composition as modelled by G. Marinos,sheme,Siroheme,sheme,cpd00557,0.0157
764,LB_marinos,LB broth composition as modelled by G. Marinos,pnto__R,Pantothenate,pnto_R,cpd00644,0.0029
765,M9_glc_sw,M9 medium with glucose as sole carbon source,h2o,H2O,h2o,cpd00001,100.0
766,M9_glc_sw,M9 medium with glucose as sole carbon source,o2,O2,o2,cpd00007,100.0
767,M9_glc_sw,M9 medium with glucose as sole carbon source,pi,Phosphate,pi,cpd00009,100.0
768,M9_glc_sw,M9 medium with glucose as sole carbon source,glc__D,D-Glucose,glc_D,cpd00027,10.0
769,M9_glc_sw,M9 medium with glucose as sole carbon source,mn2,Mn2+,mn2,cpd00030,100.0
770,M9_glc_sw,M9 medium with glucose as sole carbon source,zn2,Zn2+,zn2,cpd00034,100.0
771,M9_glc_sw,M9 medium with glucose as sole carbon source,so4,Sulfate,so4,cpd00048,1.0
772,M9_glc_sw,M9 medium with glucose as sole carbon source,cu2,Cu2+,cu2,cpd00058,100.0
773,M9_glc_sw,M9 medium with glucose as sole carbon source,ca2,Ca2+,ca2,cpd00063,100.0
774,M9_glc_sw,M9 medium with glucose as sole carbon source,h,H+,h,cpd00067,1.0
775,M9_glc_sw,M9 medium with glucose as sole carbon source,cl,Cl-,cl,cpd00099,100.0
776,M9_glc_sw,M9 medium with glucose as sole carbon source,cobalt2,Co2+,cobalt2,cpd00149,100.0
777,M9_glc_sw,M9 medium with glucose as sole carbon source,k,K+,k,cpd00205,100.0
778,M9_glc_sw,M9 medium with glucose as sole carbon source,mg2,Mg,mg2,cpd00254,100.0
779,M9_glc_sw,M9 medium with glucose as sole carbon source,hg2,Hg2+,hg2,cpd00531,100.0
780,M9_glc_sw,M9 medium with glucose as sole carbon source,na1,Na+,na1,cpd00971,100.0
781,M9_glc_sw,M9 medium with glucose as sole carbon source,cd2,Cd2+,cd2,cpd01012,100.0
782,M9_glc_sw,M9 medium with glucose as sole carbon source,aso4,Arsenate,aso4,cpd01048,100.0
783,M9_glc_sw,M9 medium with glucose as sole carbon source,fe2,Fe2+,fe2,cpd10515,100.0
784,M9_glc_sw,M9 medium with glucose as sole carbon source,fe3,fe3,fe3,cpd10516,100.0
785,M9_glc_sw,M9 medium with glucose as sole carbon source,cro4,chromate,cro4,cpd11595,100.0
786,M9_glc_sw,M9 medium with glucose as sole carbon source,nh4,NH3,nh4,cpd00013,100.0
787,M9_glc_sw,M9 medium with glucose as sole carbon source,co2,CO2,co2,cpd00011,1.0
788,M9_glc_sw,M9 medium with glucose as sole carbon source,mobd,Molybdate,mobd,cpd11574,100.0
789,M9_succ_sw,M9 medium with succinate as sole carbon source,h2o,H2O,h2o,cpd00001,100.0
790,M9_succ_sw,M9 medium with succinate as sole carbon source,o2,O2,o2,cpd00007,100.0
791,M9_succ_sw,M9 medium with succinate as sole carbon source,pi,Phosphate,pi,cpd00009,100.0
792,M9_succ_sw,M9 medium with succinate as sole carbon source,succ,Succinate,succ,cpd00036,15.0
793,M9_succ_sw,M9 medium with succinate as sole carbon source,mn2,Mn2+,mn2,cpd00030,100.0
794,M9_succ_sw,M9 medium with succinate as sole carbon source,zn2,Zn2+,zn2,cpd00034,100.0
795,M9_succ_sw,M9 medium with succinate as sole carbon source,so4,Sulfate,so4,cpd00048,1.0
796,M9_succ_sw,M9 medium with succinate as sole carbon source,cu2,Cu2+,cu2,cpd00058,100.0
797,M9_succ_sw,M9 medium with succinate as sole carbon source,ca2,Ca2+,ca2,cpd00063,100.0
798,M9_succ_sw,M9 medium with succinate as sole carbon source,h,H+,h,cpd00067,100.0
799,M9_succ_sw,M9 medium with succinate as sole carbon source,cl,Cl-,cl,cpd00099,100.0
800,M9_succ_sw,M9 medium with succinate as sole carbon source,cobalt2,Co2+,cobalt2,cpd00149,100.0
801,M9_succ_sw,M9 medium with succinate as sole carbon source,k,K+,k,cpd00205,100.0
802,M9_succ_sw,M9 medium with succinate as sole carbon source,mg2,Mg,mg2,cpd00254,100.0
803,M9_succ_sw,M9 medium with succinate as sole carbon source,hg2,Hg2+,hg2,cpd00531,100.0
804,M9_succ_sw,M9 medium with succinate as sole carbon source,na1,Na+,na1,cpd00971,100.0
805,M9_succ_sw,M9 medium with succinate as sole carbon source,cd2,Cd2+,cd2,cpd01012,100.0
806,M9_succ_sw,M9 medium with succinate as sole carbon source,aso4,Arsenate,aso4,cpd01048,100.0
807,M9_succ_sw,M9 medium with succinate as sole carbon source,fe2,Fe2+,fe2,cpd10515,100.0
808,M9_succ_sw,M9 medium with succinate as sole carbon source,fe3,fe3,fe3,cpd10516,100.0
809,M9_succ_sw,M9 medium with succinate as sole carbon source,cro4,chromate,cro4,cpd11595,100.0
810,M9_succ_sw,M9 medium with succinate as sole carbon source,nh4,NH3,nh4,cpd00013,100.0
811,M9_succ_sw,M9 medium with succinate as sole carbon source,co2,CO2,co2,cpd00011,1.0
